StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,id_prolific,check,assertion_7_13,assertion_7_10,assertion_13_7,assertion_13_10,assertion_10_7,assertion_10_13,assertion_29_16,assertion_29_30,assertion_16_29,assertion_16_30,assertion_30_29,assertion_30_16,assertion_33_40,assertion_33_31,assertion_40_33,assertion_40_31,assertion_31_33,assertion_31_40,question_7_13,"question_7_10 ",question_13_7,question_13_10,question_10_7,question_10_13,"question_29_16 ",question_29_30,question_16_29,"question_16_30 ",question_30_29,question_30_16,question_33_40,"question_33_31 ","question 40_33 ",question_40_31,question_31_33,question_31_40,PROLIFIC_PID
2022-11-04 20:23:47,2022-11-04 20:27:03,0,76.146.14.62,100,195,1,2022-11-04 20:27:03,R_2P5OsFha3NSVCuU,,,,,47.8022,-122.286,anonymous,EN,1,5d4c7acd2799110019400b6a,I pay attention,,,,,,,,,,,,,,,,,,,,,,,1,2,1,2,,,,,,,1,2,,,5d4c7acd2799110019400b6a
2022-11-04 20:23:13,2022-11-04 20:27:03,0,184.189.1.168,100,230,1,2022-11-04 20:27:03,R_3JadkeVfsJAwOzb,,,,,33.6416,-117.6898,anonymous,EN,1,611193396227f81b9ea9ff14,I pay attention,,,2,2,,,2,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,611193396227f81b9ea9ff14
2022-11-04 20:25:29,2022-11-04 20:27:05,0,68.38.46.103,100,96,1,2022-11-04 20:27:06,R_3lKZIjZezuigFz2,,,,,39.8335,-84.8983,anonymous,EN,1,5c230322867f660001ad7d28,I pay attention,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,1,1,5c230322867f660001ad7d28
2022-11-04 20:25:29,2022-11-04 20:27:08,0,75.86.113.233,100,98,1,2022-11-04 20:27:08,R_3MlKpHEuEHXe3Ej,,,,,42.7256,-87.8588,anonymous,EN,1,5e56f656bf94b50b235ffc4e,"I pay attention ",,,,,1,1,2,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,5e56f656bf94b50b235ffc4e
2022-11-04 20:24:24,2022-11-04 20:27:15,0,50.96.246.182,100,170,1,2022-11-04 20:27:15,R_3iUXXzOSQQFtFKq,,,,,42.093,-79.244,anonymous,EN,1,5f9706c10ba3c6050a256977,I pay attention,,,,,1,1,,,,,1,1,,,,,1,2,,,,,,,,,,,,,,,,,,,5f9706c10ba3c6050a256977
2022-11-04 20:25:55,2022-11-04 20:27:22,0,199.250.57.99,100,87,1,2022-11-04 20:27:23,R_uwbn8RaRAM59aIF,,,,,47.0111,-122.875,anonymous,EN,1,5dcf5cfcf3b7c209a61477f8,"I pay attention ",,,2,2,,,,,2,2,,,,,1,1,,,,,,,,,,,,,,,,,,,,,5dcf5cfcf3b7c209a61477f8
2022-11-04 20:26:07,2022-11-04 20:27:33,0,71.79.183.124,100,86,1,2022-11-04 20:27:34,R_2f0xvLrjUH3mLC6,,,,,40.8122,-81.4208,anonymous,EN,1,60b84b68ed2ba90d5d1a4dea,I pay attention,,,,,,,,,,,,,,,,,,,2,2,,,,,1,2,,,,,1,2,,,,,60b84b68ed2ba90d5d1a4dea
2022-11-04 20:26:02,2022-11-04 20:27:41,0,99.5.66.117,100,98,1,2022-11-04 20:27:41,R_6nzxISgQFyldNjX,,,,,30.161,-81.7311,anonymous,EN,1,62da9d7b354d04d65a778e2d,I pay attention,,,,,,,,,,,,,,,,,,,1,2,,,,,,,2,2,,,,,1,1,,,62da9d7b354d04d65a778e2d
2022-11-04 20:26:45,2022-11-04 20:27:43,0,174.208.231.72,100,58,1,2022-11-04 20:27:43,R_3j9CWzPuYdvVgq6,,,,,41.923,-87.7531,anonymous,EN,1,5bddc463712eb800010d2e4d,I pay attention,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,,,,,,,1,1,5bddc463712eb800010d2e4d
2022-11-04 20:27:20,2022-11-04 20:27:51,0,24.49.5.165,100,31,1,2022-11-04 20:27:52,R_3CZ5UHRCmsfmJ39,,,,,37.1339,-79.951,anonymous,EN,1,629e112d75f3665c8362ab6f,I pay attention,,,,,1,1,,,1,1,,,,,2,2,,,,,,,,,,,,,,,,,,,,,629e112d75f3665c8362ab6f
2022-11-04 20:25:47,2022-11-04 20:27:55,0,107.77.237.38,100,127,1,2022-11-04 20:27:55,R_6ePZY2LDmx2fsY1,,,,,37.751,-97.822,anonymous,EN,1,610184b85f6357139bc4c9eb,"I pay attention ",,,,,,,,,,,,,,,,,,,,,,,2,1,,,1,1,,,,,1,1,,,610184b85f6357139bc4c9eb
2022-11-04 20:27:30,2022-11-04 20:28:48,0,75.13.131.181,100,77,1,2022-11-04 20:28:48,R_1mxi653YR8HHEvD,,,,,38.6487,-90.3297,anonymous,EN,1,61453d979fbdb8e800b8f0eb,I pay attention,,,,,,,,,,,,,,,,,,,1,2,,,,,1,1,,,,,1,2,,,,,61453d979fbdb8e800b8f0eb
2022-11-04 20:27:38,2022-11-04 20:28:48,0,24.92.125.109,100,70,1,2022-11-04 20:28:49,R_1Ks4lj9UVB1gipN,,,,,31.0262,-97.6131,anonymous,EN,1,5e93738e5156380617967010,I pay attention,1,2,,,,,1,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,5e93738e5156380617967010
2022-11-04 20:27:20,2022-11-04 20:28:48,0,172.58.171.110,100,88,1,2022-11-04 20:28:49,R_RXGCxQ9vfxCPTvX,,,,,28.4883,-81.4061,anonymous,EN,1,6234b2b5e6b80ea7060d458a,I pay attention,,,1,2,,,,,1,2,,,,,,,2,2,,,,,,,,,,,,,,,,,,,6234b2b5e6b80ea7060d458a
2022-11-04 20:27:29,2022-11-04 20:28:49,0,68.0.242.88,100,80,1,2022-11-04 20:28:49,R_bqM3JkJscIKsEmd,,,,,41.6047,-72.8813,anonymous,EN,1,57509b61d6edf00006ff7fcb,I pay attention,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,1,1,,,1,2,,,57509b61d6edf00006ff7fcb
2022-11-04 20:25:30,2022-11-04 20:28:53,0,104.172.9.203,100,203,1,2022-11-04 20:28:53,R_2WPyZEl8ZjYvkkW,,,,,34.1449,-118.3887,anonymous,EN,1,5f3ae3fec9e0017b42c92ee0,I pay attention,,,2,2,,,1,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,5f3ae3fec9e0017b42c92ee0
2022-11-04 20:27:11,2022-11-04 20:28:53,0,104.2.159.125,100,102,1,2022-11-04 20:28:53,R_3HGr9RSpQIhDNru,,,,,41.3881,-81.4381,anonymous,EN,1,62fdcda607c1d770ba1c6da8,I pay attention,,,,,,,,,,,,,,,,,,,,,1,1,,,1,2,,,,,2,2,,,,,62fdcda607c1d770ba1c6da8
2022-11-04 20:26:56,2022-11-04 20:29:02,0,97.89.28.71,100,126,1,2022-11-04 20:29:02,R_3HzdcYuntDuWBkO,,,,,34.3543,-83.8898,anonymous,EN,1,601b75077aa0425330b81e36,i pay attention,,,1,1,,,,,,,1,1,,,2,2,,,,,,,,,,,,,,,,,,,,,601b75077aa0425330b81e36
2022-11-04 20:27:36,2022-11-04 20:29:05,0,73.65.40.104,100,89,1,2022-11-04 20:29:06,R_3PYnJg2yv9m0C3L,,,,,45.0546,-93.2566,anonymous,EN,1,632e6bc41df424f85ae737fe,I pay attention,,,,,1,2,,,,,1,1,,,,,1,1,,,,,,,,,,,,,,,,,,,632e6bc41df424f85ae737fe
2022-11-04 20:28:16,2022-11-04 20:29:08,0,208.61.220.34,100,52,1,2022-11-04 20:29:08,R_pMcU6BNYukLSTCN,,,,,33.906,-84.184,anonymous,EN,1,5a6d4c08e6cc4a0001b6c4f6,I pay attention,,,,,,,,,,,,,,,,,,,,,,,2,1,,,1,2,,,,,,,1,1,5a6d4c08e6cc4a0001b6c4f6
2022-11-04 20:25:07,2022-11-04 20:29:23,0,174.209.205.50,100,255,1,2022-11-04 20:29:23,R_1i80AEn2u762yEA,,,,,33.8019,-84.3861,anonymous,EN,1,5e3dbf3d216cf7000cfa0d29,"I pay attention ",1,2,,,,,,,,,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,5e3dbf3d216cf7000cfa0d29
2022-11-04 20:28:44,2022-11-04 20:29:32,0,104.175.72.149,100,47,1,2022-11-04 20:29:32,R_1i2SUNJ4NxO8oiZ,,,,,34.0758,-118.3764,anonymous,EN,1,5d1c364ec2696c0019647629,I pay attention,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,1,1,,,1,1,,,5d1c364ec2696c0019647629
2022-11-04 20:28:10,2022-11-04 20:29:39,0,174.84.137.224,100,89,1,2022-11-04 20:29:40,R_1ib52CemmjWs2ns,,,,,46.4151,-84.2854,anonymous,EN,1,59757b95395bf80001bf9daa,I pay attention,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,2,1,1,2,,,,,59757b95395bf80001bf9daa
2022-11-04 20:28:34,2022-11-04 20:29:54,0,172.58.242.118,100,80,1,2022-11-04 20:29:54,R_1Q0AS6ixxS0FCfo,,,,,38.9741,-77.037,anonymous,EN,1,60f8d9621d5d71645a1cd5a7,"I pay attention ",1,2,,,,,,,1,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,60f8d9621d5d71645a1cd5a7
2022-11-04 20:29:34,2022-11-04 20:30:53,0,70.108.0.244,100,78,1,2022-11-04 20:30:53,R_3oI3ueCfPRvZowF,,,,,39.109,-77.2489,anonymous,EN,1,5afe338a4256e90001d5c64b,I pay attention,,,,,1,1,,,1,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,5afe338a4256e90001d5c64b
2022-11-04 20:28:15,2022-11-04 20:30:59,0,174.239.86.184,100,163,1,2022-11-04 20:30:59,R_3jfAhBXSZyBBn02,,,,,28.6344,-81.6221,anonymous,EN,1,61086791465482e3ec238c87,I pay attention,1,2,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,61086791465482e3ec238c87
2022-11-04 20:29:52,2022-11-04 20:31:03,0,76.115.176.111,100,71,1,2022-11-04 20:31:04,R_6sSCGB5rZhodkD7,,,,,44.0683,-123.0763,anonymous,EN,1,5fc2ab07be970b4cde3ba33d,I pay attention,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,1,1,1,2,,,,,5fc2ab07be970b4cde3ba33d
2022-11-04 20:29:15,2022-11-04 20:31:10,0,107.77.201.214,100,115,1,2022-11-04 20:31:11,R_3dMasYHAiFzOEoK,,,,,32.7797,-96.8022,anonymous,EN,1,630345dd92f26599c777a5fc,I pay attention,,,,,,,,,,,,,,,,,,,2,2,,,,,,,2,2,,,,,1,2,,,630345dd92f26599c777a5fc
2022-11-04 20:29:35,2022-11-04 20:31:23,0,76.152.1.111,100,107,1,2022-11-04 20:31:23,R_2ty5OWZq4C2iRtK,,,,,42.4125,-71.0034,anonymous,EN,1,629bcd92a63c65d4b4786290,I pay attention,,,,,2,2,,,1,2,,,2,2,,,,,,,,,,,,,,,,,,,,,,,629bcd92a63c65d4b4786290
2022-11-04 20:31:00,2022-11-04 20:31:29,0,74.106.4.130,100,28,1,2022-11-04 20:31:29,R_ToWjdqHNeQng1kR,,,,,43.0391,-76.1277,anonymous,EN,1,636175f664f2e9a62c0450cf,No,,,1,2,,,1,1,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,636175f664f2e9a62c0450cf
2022-11-04 20:29:32,2022-11-04 20:31:30,0,64.189.206.222,100,117,1,2022-11-04 20:31:30,R_DB1LznEUWwga5WN,,,,,32.7185,-97.1432,anonymous,EN,1,62fd9632503429594609380f,I pay attention,,,,,,,,,,,,,,,,,,,,,1,2,,,1,2,,,,,,,1,1,,,62fd9632503429594609380f
2022-11-04 20:30:34,2022-11-04 20:31:30,0,174.56.128.178,100,55,1,2022-11-04 20:31:30,R_3p3AR5Bl37ox0vj,,,,,32.7944,-79.9484,anonymous,EN,1,5d61547443c13200193ccb12,"I pay attention ",,,1,2,,,,,,,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,5d61547443c13200193ccb12
2022-11-04 20:30:27,2022-11-04 20:31:36,0,67.242.2.247,100,69,1,2022-11-04 20:31:36,R_2YQhLQm3FuLNI22,,,,,43.0241,-76.0136,anonymous,EN,1,5749537f5e5491000f3c1e33,"I pay attention ",,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,,,1,2,,,5749537f5e5491000f3c1e33
2022-11-04 20:29:53,2022-11-04 20:31:43,0,47.42.88.143,100,109,1,2022-11-04 20:31:44,R_1QoP0taRn9NsCPH,,,,,32.339,-97.4163,anonymous,EN,1,615e30b528a3bcab34cb4c94,I pay attention,,,1,2,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,615e30b528a3bcab34cb4c94
2022-11-04 20:30:48,2022-11-04 20:31:44,0,73.86.128.55,100,56,1,2022-11-04 20:31:45,R_3MFnIOQRQJoaFmP,,,,,39.4442,-77.3393,anonymous,EN,1,5589b550fdf99b11b2d04248,I pay attention,,,,,,,,,,,,,,,,,,,,,1,1,,,2,1,,,,,,,,,1,1,5589b550fdf99b11b2d04248
2022-11-04 20:30:22,2022-11-04 20:31:50,0,73.22.220.25,100,88,1,2022-11-04 20:31:51,R_pzphV7yII3gv3Et,,,,,42.0754,-87.8222,anonymous,EN,1,580145ebf35f130001c36157,I pay attention,,,,,,,,,,,,,,,,,,,1,2,,,,,,,1,1,,,1,1,,,,,580145ebf35f130001c36157
2022-11-04 20:25:23,2022-11-04 20:31:56,0,97.112.222.160,100,393,1,2022-11-04 20:31:57,R_22WjDb5PBNhgnyx,,,,,31.356,-85.3342,anonymous,EN,1,5bb956946322c5000159dd42,I pay attention,,,,,1,2,,,,,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,5bb956946322c5000159dd42
2022-11-04 20:30:25,2022-11-04 20:31:59,0,75.25.129.240,100,94,1,2022-11-04 20:31:59,R_3FXVp99DIZck5n9,,,,,37.3177,-122.0438,anonymous,EN,1,5e01451c6e8aabd0d17df3a9,I pay attention,,,,,2,1,1,1,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,5e01451c6e8aabd0d17df3a9
2022-11-04 20:30:45,2022-11-04 20:32:00,0,165.225.39.93,100,74,1,2022-11-04 20:32:00,R_3Jsi8SGWN6bXOUE,,,,,40.7876,-74.06,anonymous,EN,1,5a8e6117b093f80001a83119,I pay attention,,,,,,,,,,,,,,,,,,,,,1,2,,,,,2,2,,,2,2,,,,,5a8e6117b093f80001a83119
2022-11-04 20:30:40,2022-11-04 20:32:00,0,74.68.153.200,100,80,1,2022-11-04 20:32:00,R_1FkqnIq7D0LcMTU,,,,,41.8167,-74.1294,anonymous,EN,1,5e2a425609072a0abb76094b,I pay attention,,,,,,,,,,,,,,,,,,,1,1,,,,,2,1,,,,,,,1,2,,,5e2a425609072a0abb76094b
2022-11-04 20:30:48,2022-11-04 20:32:04,0,134.215.75.100,100,75,1,2022-11-04 20:32:05,R_2Sk3FKRhWE1ZeDU,,,,,44.0944,-121.2863,anonymous,EN,1,60f70dd141e92abede695ec9,I pay attention,,,,,1,1,2,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,60f70dd141e92abede695ec9
2022-11-04 20:31:13,2022-11-04 20:32:11,0,173.162.188.41,100,57,1,2022-11-04 20:32:11,R_2ANobjqEmSxNYTc,,,,,42.1186,-70.9576,anonymous,EN,1,5b9b0f12d1ff7a00013b3b8a,"""I pay attention""",,,,,,,,,,,,,,,,,,,1,2,,,,,,,1,1,,,1,1,,,,,5b9b0f12d1ff7a00013b3b8a
2022-11-04 20:29:48,2022-11-04 20:32:10,0,98.115.47.99,100,142,1,2022-11-04 20:32:11,R_1j9ulo2hsaPxPu5,,,,,40.058,-75.1876,anonymous,EN,1,5f533cca31bf350009c01ac1,I pay attention,,,1,2,,,,,,,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,5f533cca31bf350009c01ac1
2022-11-04 20:29:56,2022-11-04 20:32:17,0,71.71.228.198,100,140,1,2022-11-04 20:32:17,R_3e2zegC67FLy8SA,,,,,35.0221,-80.5318,anonymous,EN,1,62f7cdb38b7eeb26308bae5b,I pay attention,2,2,,,,,,,2,2,,,,,2,2,,,,,,,,,,,,,,,,,,,,,62f7cdb38b7eeb26308bae5b
2022-11-04 20:30:28,2022-11-04 20:32:25,0,75.147.186.106,100,116,1,2022-11-04 20:32:25,R_1QENpsLYot5aQBC,,,,,47.0111,-122.875,anonymous,EN,1,5eb05058661fe60d7601edde,I pay attention,2,2,,,,,2,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,5eb05058661fe60d7601edde
2022-11-04 20:27:22,2022-11-04 20:32:26,0,99.196.44.169,100,304,1,2022-11-04 20:32:26,R_3nIVOEMoGCZVhJE,,,,,34.7627,-83.0651,anonymous,EN,1,5ac4fbad1667e40001d8615e,I pay attention,,,,,,,,,,,,,,,,,,,,,1,1,,,1,2,,,,,,,,,1,1,5ac4fbad1667e40001d8615e
2022-11-04 20:25:17,2022-11-04 20:32:26,0,72.83.168.24,100,428,1,2022-11-04 20:32:26,R_1hGzPD9VtdMaywj,,,,,38.719,-77.1067,anonymous,EN,1,5c95970cd676900016e1a940,I pay attention,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,,,,,1,1,5c95970cd676900016e1a940
2022-11-04 20:30:04,2022-11-04 20:32:35,0,72.200.198.113,100,151,1,2022-11-04 20:32:36,R_vxKyKGhFcCcchFL,,,,,35.2338,-97.4095,anonymous,EN,1,5ba063325fdaf800019dce63,I pay attention,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,,,,,,,1,1,5ba063325fdaf800019dce63
2022-11-04 20:30:29,2022-11-04 20:32:44,0,73.127.131.250,100,135,1,2022-11-04 20:32:45,R_3HjJlc0kKHLhOXK,,,,,35.1349,-106.6402,anonymous,EN,1,59cc9fef21454d000194c43c,I pay attention,,,,,,,,,,,,,,,,,,,1,2,,,,,1,2,,,,,,,,,1,1,59cc9fef21454d000194c43c
2022-11-04 20:31:33,2022-11-04 20:32:47,0,184.19.204.148,100,74,1,2022-11-04 20:32:47,R_3MbvR3cK0PaO63k,,,,,38.3997,-81.582,anonymous,EN,1,570d891d42a1db000fc65b4d,I pay attention,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,1,1,,,,,570d891d42a1db000fc65b4d
2022-11-04 20:31:12,2022-11-04 20:32:55,0,172.58.3.255,100,103,1,2022-11-04 20:32:55,R_p5gxyQhgTvwKzmN,,,,,33.7315,-84.4195,anonymous,EN,1,5e9ddc4566276314b99e15b1,"I pay attention ",,,1,2,,,,,1,1,,,2,2,,,,,,,,,,,,,,,,,,,,,,,5e9ddc4566276314b99e15b1
2022-11-04 20:31:10,2022-11-04 20:33:02,0,75.46.236.83,100,112,1,2022-11-04 20:33:02,R_2dAArwHHG4uD1SZ,,,,,33.8992,-84.8572,anonymous,EN,1,60c2a30e24e7f2ce0c8b56ca,"I pay attention ",,,,,1,1,,,,,1,1,,,1,1,,,,,,,,,,,,,,,,,,,,,60c2a30e24e7f2ce0c8b56ca
2022-11-04 20:28:54,2022-11-04 20:33:10,0,47.208.118.51,100,255,1,2022-11-04 20:33:10,R_AnhmSFiKE8Me5bP,,,,,40.8765,-124.0761,anonymous,EN,1,612d5aec388ae7382c6d9d59,I pay attention,1,1,,,,,1,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,612d5aec388ae7382c6d9d59
2022-11-04 20:30:52,2022-11-04 20:33:13,0,173.61.67.110,100,140,1,2022-11-04 20:33:13,R_2qaxJG5m1wcfqFj,,,,,40.1994,-74.712,anonymous,EN,1,61bb39b340db417c1a138ed1,I pay attention,1,2,,,,,,,2,2,,,,,1,2,,,,,,,,,,,,,,,,,,,,,61bb39b340db417c1a138ed1
2022-11-04 20:32:03,2022-11-04 20:33:16,0,71.87.71.74,100,73,1,2022-11-04 20:33:17,R_2ALKZW3Me0ecTq3,,,,,45.8249,-88.066,anonymous,EN,1,5feb8ceb559f43c870488b51,I pay attention,,,1,1,,,,,,,1,1,,,,,1,1,,,,,,,,,,,,,,,,,,,5feb8ceb559f43c870488b51
2022-11-04 20:31:44,2022-11-04 20:33:21,0,70.180.120.49,100,96,1,2022-11-04 20:33:21,R_1n9Mek90ad8I1lx,,,,,29.8875,-90.0337,anonymous,EN,1,63617897142e4ac617b0ff05,I pay attention,2,2,,,,,1,1,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,63617897142e4ac617b0ff05
2022-11-04 20:32:24,2022-11-04 20:33:22,0,45.46.208.245,100,58,1,2022-11-04 20:33:22,R_2PhVH4KcLXcMFRW,,,,,43.0908,-77.4348,anonymous,EN,1,5d163b17e476370001f4e97c,I pay attention,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,1,1,,,,,1,1,5d163b17e476370001f4e97c
2022-11-04 20:32:42,2022-11-04 20:33:39,0,98.236.131.135,100,56,1,2022-11-04 20:33:39,R_plr1UYt2VI19Iyd,,,,,39.5953,-79.9229,anonymous,EN,1,58d7d2c2e9b6dc000129148a,I pay attention,1,2,,,,,,,1,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,58d7d2c2e9b6dc000129148a
2022-11-04 20:30:56,2022-11-04 20:33:44,0,174.242.145.171,100,168,1,2022-11-04 20:33:44,R_3oz3CG7Fsb9s5Xd,,,,,41.7353,-72.7333,anonymous,EN,1,5e7b70f240bdc916e4f2358b,I pay attention,,,,,2,1,1,2,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,5e7b70f240bdc916e4f2358b
2022-11-04 20:32:59,2022-11-04 20:33:47,0,174.211.35.180,100,48,1,2022-11-04 20:33:48,R_3g0FTQ6YoLdnsR8,,,,,42.363,-83.3627,anonymous,EN,1,610decef66e40420979d76ef,I pay attention,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,,,,,,,1,1,,,610decef66e40420979d76ef
2022-11-04 20:31:57,2022-11-04 20:33:51,0,73.188.59.175,100,113,1,2022-11-04 20:33:51,R_3Ja4vcUs60kNcvo,,,,,39.9206,-75.1826,anonymous,EN,1,6116754fdcf6e3da227e654f,"I pay attention ",,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,1,1,,,,,1,1,6116754fdcf6e3da227e654f
2022-11-04 20:32:23,2022-11-04 20:33:52,0,24.166.16.41,100,88,1,2022-11-04 20:33:52,R_1Qo5bgNSWUAekHF,,,,,39.7168,-84.1575,anonymous,EN,1,5dd3eb4bc0823f3d043b96fb,I pay attention,,,,,,,,,,,,,,,,,,,1,2,,,,,1,1,,,,,1,1,,,,,5dd3eb4bc0823f3d043b96fb
2022-11-04 20:32:21,2022-11-04 20:34:02,0,104.58.144.135,100,101,1,2022-11-04 20:34:03,R_2XnZmtayMplcY9A,,,,,30.6483,-88.2297,anonymous,EN,1,5d10102523f6320017c63e07,I pay attention,,,,,2,1,,,,,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,5d10102523f6320017c63e07
2022-11-04 20:32:33,2022-11-04 20:34:17,0,99.167.218.77,100,104,1,2022-11-04 20:34:18,R_1od7ERXewFKFFMs,,,,,36.013,-95.9767,anonymous,EN,1,5faa0c564cbdfb2e1869df72,I pay attention,,,,,,,,,,,,,,,,,,,,,1,2,,,,,2,2,,,,,,,1,1,5faa0c564cbdfb2e1869df72
2022-11-04 20:33:27,2022-11-04 20:34:26,0,47.229.104.29,100,58,1,2022-11-04 20:34:27,R_1ISgkqc7kQz67dH,,,,,34.1059,-117.5859,anonymous,EN,1,5eb342dff78ab11407daf144,I pay attention,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,,,1,1,,,5eb342dff78ab11407daf144
2022-11-04 20:33:03,2022-11-04 20:34:26,0,75.9.108.8,100,83,1,2022-11-04 20:34:27,R_22KUuQ4hOnPVE7U,,,,,43.1601,-87.9944,anonymous,EN,1,6121be9a77c602b1d877d7f0,I pay attention,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,,,,,1,1,,,6121be9a77c602b1d877d7f0
2022-11-04 20:33:42,2022-11-04 20:34:27,0,24.23.0.67,100,45,1,2022-11-04 20:34:28,R_3Kuoa75os5itWT6,,,,,38.4819,-121.4024,anonymous,EN,1,5815369b94ecc900010b014e,I pay attention,1,2,,,,,,,,,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,5815369b94ecc900010b014e
2022-11-04 20:29:52,2022-11-04 20:34:36,0,76.120.86.124,100,283,1,2022-11-04 20:34:36,R_3erAVprG4Bkk6pl,,,,,39.869,-104.9767,anonymous,EN,1,5d5a2bd93296320016eee507,I pay attention,,,,,,,,,,,,,,,,,,,1,2,,,,,1,1,,,,,,,1,1,,,5d5a2bd93296320016eee507
2022-11-04 20:32:36,2022-11-04 20:34:36,0,172.58.146.161,100,120,1,2022-11-04 20:34:37,R_1N20awbaiSVLvNy,,,,,36.1671,-86.7861,anonymous,EN,1,60fb26e75427cb8125f2e4a4,I pay attention,,,,,2,1,,,2,2,,,,,1,2,,,,,,,,,,,,,,,,,,,,,60fb26e75427cb8125f2e4a4
2022-11-04 20:29:49,2022-11-04 20:34:37,0,73.24.136.224,100,287,1,2022-11-04 20:34:37,R_2dDWN1fNOnW40QJ,,,,,32.3366,-111.1771,anonymous,EN,1,5ddd1dd2b48da3c63a3ccdbb,I pay attention,,,,,,,,,,,,,,,,,,,,,1,2,,,,,2,1,,,,,,,1,2,5ddd1dd2b48da3c63a3ccdbb
2022-11-04 20:32:45,2022-11-04 20:34:39,0,173.169.56.197,100,114,1,2022-11-04 20:34:40,R_z6EwOsg87BW9APv,,,,,28.0117,-82.582,anonymous,EN,1,60ff4fc94dbc53a93c790a0b,I pay attention,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,1,2,,,,,60ff4fc94dbc53a93c790a0b
2022-11-04 20:33:28,2022-11-04 20:34:42,0,174.101.36.103,100,73,1,2022-11-04 20:34:42,R_07IOXZUsne8K0ed,,,,,39.4522,-83.841,anonymous,EN,1,5d951ede9b6f880018f63b6e,I pay attention,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,1,2,,,,,5d951ede9b6f880018f63b6e
2022-11-04 20:31:18,2022-11-04 20:34:43,0,107.13.120.29,100,204,1,2022-11-04 20:34:43,R_3ewRfwD3ahVGZDF,,,,,35.8846,-78.6385,anonymous,EN,1,5a5f9b73ac562400015436ce,I pay attention,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,1,1,,,,,1,2,5a5f9b73ac562400015436ce
2022-11-04 20:30:30,2022-11-04 20:34:46,0,71.62.89.155,100,256,1,2022-11-04 20:34:47,R_3ndEcoXRicCskT5,,,,,38.1551,-79.0608,anonymous,EN,1,5a78f57a2a842c0001fc43db,I pay attention,,,1,1,,,,,,,1,1,,,1,1,,,,,,,,,,,,,,,,,,,,,5a78f57a2a842c0001fc43db
2022-11-04 20:33:55,2022-11-04 20:34:47,0,172.3.12.172,100,52,1,2022-11-04 20:34:47,R_21jmuELxY2KImvt,,,,,25.6589,-80.3553,anonymous,EN,1,5a1f7dcf0fff620001a6e50f,I pay attention,,,,,,,,,,,,,,,,,,,1,2,,,,,,,1,1,,,,,,,1,1,5a1f7dcf0fff620001a6e50f
2022-11-04 20:32:49,2022-11-04 20:34:52,0,174.78.0.163,100,123,1,2022-11-04 20:34:53,R_3qy8jIZ3c6Rnypk,,,,,36.102,-115.1447,anonymous,EN,1,5ea898bfe06d4d1221dad3a5,I pay attention,,,1,1,,,1,2,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,5ea898bfe06d4d1221dad3a5
